id	tc_text	en_text	status
2620040	破壞第一連的前進基地	Destroy First Company's Forward Base	different
2620041	一個步兵連擁有強大的前進基地。摧毀其中所有的設施，阻止他們對你的部隊攻擊。	An infantry company has a strong forward base. Destroy all the installations there to stop their attacks on your troops.	different
2620042	一個步兵連擁有強大的前進基地。摧毀其中所有的設施，阻止他們對你的部隊攻擊。	An infantry company has a strong forward base. Destroy all the installations there to stop their attacks on your troops.	different
2620050	破壞第二機械連的基地	Destroy the Second Mechanized Company's Base	different
2620051	有一個機械連在河的南岸建立一個前進基地，他們從那裡為空中支援部隊提供目標資訊。破壞那裡所有的設施，以停止他們對你的部隊攻擊，並中止空中攻擊。	A mechanized company has a forward base on the south side of the river from which they are relaying targeting information to air support units. Destroy all the installations there to stop their attacks on your troops and halt all air stikes.	different
2620052	有一個機械連在河的南岸建立一個前進基地，他們從那裡為空中支援部隊提供目標資訊。破壞那裡所有的設施，以停止他們對你的部隊攻擊，並中止空中攻擊。	A mechanized company has a forward base on the south side of the river from which they are relaying targeting information to air support units. Destroy all the installations there to stop their attacks on your troops and halt all air stikes.	different
2620060	關閉泰坦巨砲	Shut Down the Titan Cannon	different
2620061	有十部熱電漿發電機為地獄風暴巨砲提供動力。摧毀這十部發電機，以關閉巨砲（當你摧毀越來越多發電機時，充電速度就會降低）。	Ten thermoplasma generators power the massive Hellstorm cannon. Destroy all 10 to shut down the cannon (the recharge rate will slow as you destroy more and more generators)	different
2620062	有十部熱電漿發電機為地獄風暴巨砲提供動力。摧毀這十部發電機，以關閉巨砲（當你摧毀越來越多發電機時，充電速度就會降低）。	Ten thermoplasma generators power the massive Hellstorm cannon. Destroy all 10 to shut down the cannon (the recharge rate will slow as you destroy more and more generators)	different
2620070	取得泰坦巨砲的控制權	Take Control of the Titan Cannon	different
2620071	在礦渣區上建造你自己的熱電漿發電機。這樣你就能發射地獄風暴巨砲。（選擇熱電流發電機，即可使用發射巨砲的圖示。）	Build your own thermoplasma generators on the slag deposits. This will allow you to fire the Hellstorm cannon. (Select the thermoplasma generators to access the icon used to fire the cannon.)	different
2620072	在礦渣區上建造你自己的熱電漿發電機。這樣你就能發射地獄風暴巨砲。（選擇熱電流發電機，即可使用發射巨砲的圖示。）	Build your own thermoplasma generators on the slag deposits. This will allow you to fire the Hellstorm cannon. (Select the thermoplasma generators to access the icon used to fire the cannon.)	different
2630000	已用時間（分）：%1NUM%	Time Elapsed (min): %1NUM%	different
2630010	泰坦巨砲充能完畢時間： %1NUM%	Titan cannon recharged in: %1NUM%	different
2630100	發射泰坦巨砲	Fire the Titan Cannon	different
2630110	需要100單位電力。泰坦巨砲必須充電才能發射。至少需要一部完成興建的熱電流發電機才能運作。	Costs 1000 Power. Titan cannon must rechange between shots. Requires at least one completely constructed thermoplasma generator to function.	different
2631000	泰坦巨砲的電力網路受到攻擊﹗改變攻擊方向加以保護，並且進行修理。	The Titan cannon power grid is under attack! Redirect fire to protect it and initiate repairs.	different
2631001	我將緩和機器的痛苦。	I will ease the machine’s pain.	different
2631002	讓它保持上線就是了，機械主教。	Just keep it online, Techpriest.	different
2631003	我被攻擊﹗	I am under attack!	different
2631004	保護那些發電機，老兄。	Protect those generators, men.	different
2631005	這個電力網絡完了。但是，帝皇仍然與我們一起。 弟兄們，懲罰他們﹗	The power grid is gone. But, the Emperor is still with us. Give them hell, men!	different
2631010	Line no longer used.	Line no longer used.	same
2631011	弟兄們，出來！	Move out, men!	different
2631012	你休想這麼容易取得勝利海灣！	You won’t take Victory Bay that easily!	different
2631013	我們為帝國而戰，弟兄們。打倒他們。	We fight for the Emperor, men. Take them down.	different
2631014	第二排﹗ 攻擊﹗	Second platoon! Attack!	different
2631015	多加火力到那個位置！	Get more firepower on that position!	different
2631016	[Commander]  Get those crews into their baneblade as soon as possible and prepare for the next convoy to arrive soon.	[Commander]  Get those crews into their baneblade as soon as possible and prepare for the next convoy to arrive soon.	same
2631020	混沌軍！我們要做什麼，長官？	Chaos! What do we do, sir?	different
2631021	神靈族，而且他們看起來準備要打仗的樣子！	Eldar, and they look ready for war!	different
2631025	發現敵人—你有什麼命令？	Enemy spotted -- what are your orders?	different
2631026	第一連！抵抗敵人，不計代價！	First Company! Hold the enemy back, no matter the cost.	different
2631030	注意﹗ 他們來了﹗	Look out! Here they come!	different
2631031	第二機械連！敵人就在你的門前！擊退他們，該死！	Second Mechanized Company! The enemy is at your doorstep! Push them back, damn it!	different
2631035	[TrooperA]  Our Chimera Base has managed to activate some of their vehicles but the enemy is still attacking.  Requesting permission to bring the base fully online and begin counter attacking.	[TrooperA]  Our Chimera Base has managed to activate some of their vehicles but the enemy is still attacking.  Requesting permission to bring the base fully online and begin counter attacking.	same
2631036	[Commander]  Permission Granted -- Order them to use all the chimeras and guardsmen that they need to drive the enemy off, but make sure the base doesn't fall.	[Commander]  Permission Granted -- Order them to use all the chimeras and guardsmen that they need to drive the enemy off, but make sure the base doesn't fall.	same
2631040	我們受到攻擊！	We're under fire!	different
2631041	第三連！守住陣線！帝皇要求你們這麼做！	Third Company! Hold the line! The Emperor demands it!	different
2631045	[TrooperA]  Our Tank Base has managed to activate some of their tanks but the enemy is still attacking.  Requesting permission to bring the base fully online and begin counter attacking.	[TrooperA]  Our Tank Base has managed to activate some of their tanks but the enemy is still attacking.  Requesting permission to bring the base fully online and begin counter attacking.	same
2631046	[Commander]  Permission Granted -- Order them to use all the demolishers and leman russ tanks that they need to drive the enemy off, but make sure the base doesn't fall.	[Commander]  Permission Granted -- Order them to use all the demolishers and leman russ tanks that they need to drive the enemy off, but make sure the base doesn't fall.	same
2631050	已繪製射擊方案！	Firing solution plotted!	different
2631051	現在你會知道什麼叫做面對帝國守衛軍！砲兵，開火！	Now you’ll see what it means to face the Imperial Guard! Artillery, open fire!	different
2631055	[TrooperA]  Sir - our mechanized commands are being destroyed and we are unable to get the transports through to our main base.	[TrooperA]  Sir - our mechanized commands are being destroyed and we are unable to get the transports through to our main base.	same
2631056	[Commander]  Order the secondary bases to move to Alert Level 2 and tell the incoming convoys to begin using them.	[Commander]  Order the secondary bases to move to Alert Level 2 and tell the incoming convoys to begin using them.	same
2631060	解放者！敵人已經到達北岸！重新佈署，把他們擊退。	Liberators! The enemy has made it to the northern shore! Redeploy to drive them back.	different
2631061	[Commander]  Order the incoming convoys to move to Alert Level 3 and begin using all the secondary bases.  Those crews must get through.	[Commander]  Order the incoming convoys to move to Alert Level 3 and begin using all the secondary bases.  Those crews must get through.	same
2631065	[TrooperA]  Sir - Most of our mechanized commands have been destroyed and we are having trouble getting the transports through to our main base.	[TrooperA]  Sir - Most of our mechanized commands have been destroyed and we are having trouble getting the transports through to our main base.	same
2631066	[Commander]  Order all bases to move to Alert Level 3 and tell the incoming convoys to use whatever base they can find.	[Commander]  Order all bases to move to Alert Level 3 and tell the incoming convoys to use whatever base they can find.	same
2631070	士官！控制這些街道。	Sergeant! Get me control of those streets.	different
2631071	派一個排去攻佔那個位置！	Send a platoon to secure that location!	different
2631072	弟兄們，從他們手裡把它搶回來﹗	Take it back from them, men!	different
2631073	推回前線，弟兄們。	Push back the front line, men.	different
2631080	我們必須打斷攻擊。叫溫德凱爾殿消滅他們的指揮官。	We must disrupt this attack. Tell the Vindicare temple to eliminate their commander.	different
2631081	我需要的就是一個機會。	One chance is all I need.	different
2631086	攻擊部隊，這是戰事總督盧卡斯．亞歷山大。你的指揮官死了。你們贏不了。	Attacking forces, this is Governor-Militant Lukas Alexander. Your commander is dead. You cannot win.	different
2631087	放下武器，不然就死！	Lay down your arms or be destroyed!	different
2631090	所有人，跟我來﹗	Everyone, follow me!	different
2631091	攻擊他們！	Storm them!	different
2631100	敵人已經擊破第二連的火力控制系統。我們的空中支援完了。	The enemy has knocked out Second Company's fire control system. Our air support is gone.	different
2631105	主人。敵人正在建造發電機，為泰坦巨砲提供動力。這樣會讓他們能夠射擊大砲！	My Lord. The enemy is building generators to feed power to the Titan cannon. This will allow them to fire the great gun!	different
2631106	天譴！	Damnation!	different
2631107	所有部隊注意！敵人控制了泰坦砲。經過壕溝時要非常小心！	Attention all troops! The enemy has control of the Titan gun. Use extreme caution when passing through the trench!	different
2631110	多麼令人振奮的小演說，總督。可惜的是，你的偽皇帝在這裡動不了我們。	What a rousing little speech, Governor. Unfortunately, your False Emperor can’t touch us here.	different
2631111	打倒像你這樣的帝國廢物將是一大樂趣。	Ridding the Imperium of filth like you will be a pleasure.	different
2631112	噢，我向你保證，這種樂趣將全部屬於我。	Oh, I assure you, the pleasure will be all mine.	different
2631120	你的政戰軍官死了，總督。你的手下正在叛變。你撐不了多久。	Your Commissar is dead, Governor. Your men are rebelling. You can’t hold for long.	different
2631121	你將為每個死去的人付上代價，異教徒。你還沒有打敗我們。	You’ll pay for each death, heretic. You haven’t beaten us yet.	different
2631122	LINE CUT	LINE CUT	same
2631130	那個偽皇帝再次使你失望，總督。或許你該改信別的神？	The False Emperor has failed you again, Governor. Perhaps it’s time to embrace a new deity?	different
2631131	決不﹗帝皇保護我們。	Never! The Emperor protects.	different
2631132	我們很快就會知道他給你的保護有多少。	We’ll soon see how well he protects you.	different
2631210	你的虛張聲勢令我厭煩，而且可以預料得到。我並不是註定今天要死在這裡的人。	Your bravado is tiresome and predictable, human. I am not the one fated to die on this day.	different
2631211	我不相信命中註定，女巫。我的帝皇和我的手下就是打敗你所惟一需要的力量。	I don’t believe in fate, witch. My Emperor and my men are all I need to defeat you.	different
2631220	政戰軍官進來﹗	Commissar come in!	different
2631221	你的政戰軍官已經離開這個世界了，人類。	Your Commissar has left this plane, human.	different
2631222	我會叫你為此償命，神靈族。	I’ll see you dead for that, Eldar.	different
2631223	LINE CUT	LINE CUT	same
2631224	LINE CUT	LINE CUT	same
2631230	這是他們最後的堡壘。我們要為了工藝世界將它攻下來。	There is their final bastion. We must take it for the Craftworld.	different
2631231	外星人都休想活著離開這裡！弟兄們，開火！	No alien leaves here alive men! Open fire!	different
2631233	隨便你怎麼叫，人類。你的末日到了。	Bark all you wish, human. Your end is at hand.	different
2631310	你一向都這樣亂叫嗎，人類？	Do ya always yap so much, humie?	different
2631311	你是來送死的，外星人！	You’ve come here to die, alien!	different
2631312	我猜是這樣…	Guess so…	different
2631320	我喜歡那個政戰軍官的帽子。可惜，它和腦袋一起被炸掉了！	I liked dat Komizar’s hat. Too bad it blew up wiff ‘is ‘ead!	different
2631322	等你死的時候，就有一個靈魂的仇恨得報了，野獸！	That’s one more soul that will be avenged when you die, beast!	different
2631323	LINE CUT	LINE CUT	same
2631324	LINE CUT	LINE CUT	same
2631330	我們來了，人類！希望你不會等得太無聊！	’Ere we come, humie! ’Ope ye weren’t bored waitin’.	different
2631331	歐克蠻人在城堡裡﹗趕走他們﹗	The Orks are in the citadel! Drive them back!	different
2631410	亞歷山大將軍﹗ 這是你的最後機會。 我們奉血鴉軍團參事長之命，要清潔這個世界。把你的部隊撤回軌道，那麼我們的衝突仍然能和平結束。	General Alexander! This is your last chance. We purge this world under the authority of the Chapter Master of the Blood Ravens. Withdraw your men to orbit and our conflict can still end peacefully.	different
2631411	我非常尊重帝皇的星際戰士和他們數千年來的服務，蘇勒隊長，但是我接受的命令很明確，而且直接來自區域指揮部。 我不能離開。	I have the utmost respect for the Emperor's Space Marines and their millennia of service, Captain Thule, but my orders are explicit and come directly from Segmentum Command. I cannot withdraw.	different
2631412	那麼談話的時間就結束了。	Then the time for talk is over.	different
2631420	政戰軍官吉貝特已經死了，將軍，而且你的士兵開始公開叛變。你一定知道結束的時間快到了。	Commissar Gebbet has fallen, General, and your soldiers are in open revolt. Surely you can see the end is at hand.	different
2631421	帝皇僕人的血都染在你的手上，星際戰士！	The blood of the Emperor's servants is on your hands, Space Marine!	different
2631422	LINE CUT	LINE CUT	same
2631423	LINE CUT	LINE CUT	same
2631430	這些星際戰士已經瘋狂了，弟兄們！他們反抗帝皇的神聖旨意！	These Space Marines are gripped by madness, men! They fight against the Emperor's holy will!	different
2631431	我不會被人稱我是叛徒，將軍！	I will not be called a traitor, General!	different
2631432	你還沒有讓我靜默不語，血鴉。	You haven’t silenced me yet, Blood Raven.	different
2631510	如果你放下武器，就可以為更大良善效力。這個星球會被歸還給鈦星帝國，因為這是正確的。	It would serve the Greater Good if you would lay down arms, human. This planet shall be returned to the Tau Empire as is proper.	different
2631511	你沒有權力佔領這個城市或這個世界，外星人。	You have no claim to this city or this world, alien.	different
2631520	你的政治官員不能看見原因，人，但是，你能提供你的下屬更進一步的痛苦不是太晚的。	Your political officer could not see reason, human, but it is not too late for you to spare your men further suffering.	different
2631521	帝國的每一個士兵都樂意犧牲生命來阻止你。	Every soldier of the Imperium will gladly lay down his life to stop you.	different
2631522	LINE CUT	LINE CUT	same
2631523	LINE CUT	LINE CUT	same
2631530	外星人就在門前，弟兄們！趕走他們！	The aliens are at the gates, men! Drive them back!	different
2631531	你的手下打得不錯，人類。但是你的結局已經到了。	Your men have fought well, human, but your end is upon you.	different
2631532	決不﹗	Never!	different
2631610	死亡終於臨到你身上。	Death has come for you at last.	different
2631611	死靈族在這裡。把他們送回他們的墳墓﹗	The Necrons are here. Drive them back to their tombs men!	different
2631612	進墳墓的是你的手下，總督。	It is your men who go to their tombs, Governor.	different
2631620	政戰軍官﹗ 進來﹗	Commissar! Come in!	different
2631621	我們已經殺光你的手下，總督。你是下一個。	We have purged your bootlick, Governor. You will be next.	different
2631622	去死，怪物！	Damn you, monster!	different
2631623	LINE CUT	LINE CUT	same
2631624	LINE CUT	LINE CUT	same
2631630	致夜者為你而來，總督。	The Nightbringer has come for you, Governor.	different
2631631	固守陣線，弟兄們！把這些金屬怪物打回他們出生的地獄！	Hold the line, men! Push these metal monsters back to the hell they crawled out of!	different
2631632	這麼多懼怕。這麼多噪音。	So much fear. So much noise.	different
2635000	第五連，這是真理的時刻。你們不會退縮。你不會對敵人讓步。	Fifth Company, this is the moment of truth. You will not fear. You will not falter. You will not give a single step to the enemy.	different
2635001	但是長官—	But sir—	different
2635003	帝國的敵人，聽我說。	Enemies of the Imperium, hear me.	different
2635004	你們來這裡是送死。不朽的帝皇和我們同在，我們是無敵的。	You have come here to die. The Immortal Emperor is with us and we are invincible.	different
2635005	他的士兵將擊倒你。	His soldiers will strike you down.	different
2635006	他的戰爭機器會把你們踩在腳下。	His war machines will crush you under their treads.	different
2635007	他強大的槍砲會讓天空倒塌在你們身上。	His mighty guns will bring the very sky crashing down upon you.	different
2635008	你們不可能獲勝。	You cannot win.	different
2635009	帝皇已經把他最強大的武器供我們使用。	The Emperor has given us His greatest weapon to wield.	different
2635010	所以，做好心理準備。	So make yourselves ready.	different
2635011	我們是克諾努斯第一軍團，今天是我們的勝利日﹗	We are the 1st Kronus Regiment and today is our Victory Day!	different
2635101	聽我的命令，發射泰坦大砲﹗	On my command, fire the Titan cannon!	different
2635102	開火！	Fire!	different
2635103	開始充電！我要巨砲再次射擊。	Begin recharge! I want that gun firing again.	different
2635200	指揮中心完了！我們無法再阻止他們多久！	The command post is gone! We can’t hold them back much longer!	different
2635201	我們不能允許泰坦大砲落入他們的手中。將核心超載﹗	We can't allow the Titan cannon to fall into their hands. Overload the core!	different
2635202	LINE CUT, PLEASE REVISE SCRIPT	LINE CUT, PLEASE REVISE SCRIPT	same
2651000			same
2652000	楚爾阿畢斯墓窖	Thur'Abis Catacombs	different
2652001	Necron Stronghold Description	Necron Stronghold Description	same
2652002	TODO	TODO	same
2653000	玩者的陣營	The Player's Faction	different
2653010	死靈族	Necron	different
2653100	進入野獸腹中	Into the Belly of the Beast	different
2653101	引用自書記馬可斯．歐瑞斯提斯所著之「第二次克諾努斯戰爭記事」：	From “A Relation of the Second Kronus War” by Scriba Marcus Orestes:	different
2653102	在死靈族對楚爾阿畢斯高原底下的陵墓發動劫掠之前，他們在克諾努斯的存在狀況一直不為人所知。這個星球上的第一次死靈族大屠殺就發生在那裡，他們的敵人也預期能發現一些異星的堡壘。但是他們發現的是進入地底世界的入口。	The full extent of the Necron presence on Kronus did not become clear until those opposing them launched raids into the catacombs under the Thur'Abis Plateau. The first Necron massacres on the planet had occurred there and their enemies expected to find some sort of alien bastion. Instead they found an entryway into the underworld.	different
2653103	根據奉命進入洞穴通道的哨兵所傳回來的片斷情報來看，整片高原底下是一個陵墓網絡。有一些墓穴已經空了，其它的墓穴則成為死靈族部隊的陣地。但是最糟糕的是，在仍然埋著成千上萬死靈族的隧道中，他們正緩緩地醒過來，加入其領主的全球屠殺行動。	Garbled reports from doomed scouts sent into the cavernous passageways revealed a network of catacombs honeycombing the entire Plateau. Some of these now stood hollowed out, while others served as staging grounds for Necron forces. Worst of all, however, were the deeper tunnels where row upon row of Necrons still stood, slowly waking to join their lord's global genocide.	different
2653104	攻擊者決定一項危險的初步行動。將有一支攻擊部隊進入陵墓中，在主要洞穴的深處安裝一個巨大的爆炸裝置。那裡的爆炸可以令整個網絡塌陷，將殘餘的死靈族埋在其中，並炸毀已經復活的死靈族。	The attackers settled on a dangerous gambit. A strike force would enter the catacombs and plant a massive explosive device deep in the main cavern. An explosion there would collapse the entire network, crushing or sealing off the legions of still-dormant Necrons and shattering those already risen.	different
2653105	目前仍然不知道是否有人能夠順利地安裝這個裝置，更不用說是用極短的時間逃出來，繼續在克諾努斯上的戰鬥。	It remained to be seen if anyone could deliver this device, much less escape in time to continue the fight across Kronus.	different
2653110	在死靈族對楚爾阿畢斯高原底下的陵墓發動劫掠之前，他們在克諾努斯的存在狀況一直不為人所知。這個星球上的第一次死靈族大屠殺就發生在那裡，他們的敵人也預期能發現一些異星的堡壘。但是他們發現的是進入地底世界的入口。根據奉命進入洞穴通道的哨兵所傳回來的片斷情報來看，整片高原底下是一個陵墓網絡。有一些墓穴已經空了，其它的墓穴則成為死靈族部隊的陣地。但是最糟糕的是，在仍然埋著成千上萬死靈族的隧道中，他們正緩緩地醒過來，加入其領主的全球屠殺行動。攻擊者決定一項危險的初步行動。將有一支攻擊部隊進入陵墓中，在主要洞穴的深處安裝一個巨大的爆炸裝置。那裡的爆炸可以令整個網絡塌陷，將殘餘的死靈族埋在其中，並炸毀已經復活的死靈族。目前仍然不知道是否有人能夠順利地安裝這個裝置，更不用說是用極短的時間逃出來，繼續在克諾努斯上的戰鬥。	The full extent of the Necron presence on Kronus did not become clear until those opposing them launched raids into the catacombs under the Thur'Abis Plateau. The first Necron massacres on the planet had occurred there and their enemies expected to find some sort of alien bastion. Instead they found an entryway into the underworld. Garbled reports from doomed scouts sent into the cavernous passageways revealed a network of catacombs honeycombing the entire Plateau. Some of these now stood hollowed out, while others served as staging grounds for Necron forces. Worst of all, however, were the deeper tunnels where row upon row of Necrons still stood, slowly waking to join their lord's global genocide. The attackers settled on a dangerous gambit. A strike force would enter the catacombs and plant a massive explosive device deep in the main cavern. An explosion there would collapse the entire network, crushing or sealing off the legions of still-dormant Necrons and shattering those already risen. It remained to be seen if anyone could deliver this device, much less escape in time to continue the fight across Kronus.	different
2670000	把炸彈安置在死靈族聖所裡	Place the Bomb in the Necron Sanctum	different
2670001	指引你的指揮官進入在死靈族的內聖所，並裝設炸彈（選擇指揮官，再點選圖示）。注意︰一旦裝設炸彈，你只有八分鐘的時間可以將指揮官送到安全地帶﹗	Guide your commander to the Necrons' inner sanctum and place the bomb there by selecting the commander and clicking on the icon. Beware: once the bomb is set, you'll only have 8 minutes to get your commander to safety!	different
2670002	指引你的指揮官進入在死靈族的內聖所，並裝設炸彈（選擇指揮官，再點選圖示）。注意︰一旦裝設炸彈，你只有八分鐘的時間可以將指揮官送到安全地帶﹗	Guide your commander to the Necrons' inner sanctum and place the bomb there by selecting the commander and clicking on the icon. Beware: once the bomb is set, you'll only have 8 minutes to get your commander to safety!	different
2670100	你的指揮官必須生還	Your Commander Must Survive	different
2670101	你的指揮官必須繼續帶領軍隊，在克諾努斯獲得勝利。若指揮官死亡，將導致任務失敗。	Your commander must continue to lead the troops to victory across Kronus. The death of your Commander will result in losing the mission.	different
2670102	你的指揮官必須繼續帶領軍隊，在克諾努斯獲得勝利。若指揮官死亡，將導致任務失敗。	Your commander must continue to lead the troops to victory across Kronus. The death of your Commander will result in losing the mission.	different
2670200	把指揮官送到安全地區	Get Your Commander to Safety	different
2670201	把你的指揮官送到總部附近的出口。如果時間結束，你的指揮官就會死在爆炸中，任務即失敗。。	Get your Commander back to the exit near your HQ. If the timer runs out, your Commander will be killed in the blast and you will fail the mission.	different
2670202	把你的指揮官送到總部附近的出口。如果時間結束，你的指揮官就會死在爆炸中，任務即失敗。。	Get your Commander back to the exit near your HQ. If the timer runs out, your Commander will be killed in the blast and you will fail the mission.	different
2670300	消滅浮石巨塔墳場	Raze the Monolith Graveyard	different
2670301	你找到一群休眠的浮石巨塔。在它們恢復活動並且對付你的部隊之前，破壞他們。	You have found a group of dormant Monoliths. Destroy them before they reactivate and lay waste to your forces.	different
2670302	你找到一群休眠的浮石巨塔。在它們恢復活動並且對付你的部隊之前，破壞他們。	You have found a group of dormant Monoliths. Destroy them before they reactivate and lay waste to your forces.	different
2670400	調查死靈族的能量來源	Investigate the Necron Energy Sources	different
2670401	你在陵墓的五個地點發現可厭的死靈族能量。將它們全部調查完畢，以鞏固你的逃離路線。	You have detected loathsome Necron energies at 5 points in the catacombs. Investigate them all to secure your escape route.	different
2670402	你在陵墓的五個地點發現可厭的死靈族能量。將它們全部調查完畢，以鞏固你的逃離路線。	You have detected loathsome Necron energies at 5 points in the catacombs. Investigate them all to secure your escape route.	different
2670500	破壞無生信標	Destroy the Beacon of Unlife	different
2670501	這個信標會使附近已倒下的死靈族部隊復活。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon resurrects nearby Necron units that have fallen. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670502	這個信標會使附近已倒下的死靈族部隊復活。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon resurrects nearby Necron units that have fallen. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670600	破壞欺騙者的信標	Destroy the Beacon of the Deceiver	different
2670601	這個信標會使附近的死靈族部隊隱形。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon renders nearby Necron units invisible. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670602	這個信標會使附近的死靈族部隊隱形。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon renders nearby Necron units invisible. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670700	破壞精時信標	Destroy the Chronometry Beacon	different
2670701	這個信標扭曲附近部隊週圍的時間，使他們無法動彈。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon twists time around your nearby units, paralyzing them. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670702	這個信標扭曲附近部隊週圍的時間，使他們無法動彈。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon twists time around your units, paralyzing them. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670800	破壞虛空之龍的信標	Destroy the Beacon of the Void Dragon	different
2670801	這個信標扭轉你附近載具的控制權，使它們反過來攻擊你。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon wrests control of your nearby vehicles and turns them against you. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2670802	這個信標扭轉你附近載具的控制權，使它們反過來攻擊你。在它的信號變得強大得足以影響墓窖其它地區之前，破壞它。	This beacon wrests control of your nearby vehicles and turns them against you. Destroy it before its signal becomes strong enough to affect the rest of the catacombs.	different
2679000	安置炸彈	Place Bomb	different
2679001	把炸彈裝置在墓窖最深處的水池裡。一旦裝設炸彈，你只有八分鐘的時間可以逃走，然後炸彈就會引爆，消滅要塞裡的一切東西。	Place the bomb in the pool in the deepest part of the catacombs. Once placed, you will only have 8 minutes to escape before the bomb detonates, annihilating everything remaining within the stronghold.	different
2679002	如果把炸彈放在這裡，它造成的破壞不夠大。必須把它放在死靈族內聖所的水池裡。	The bomb won't do enough damage if placed here. It must be placed in the pool in the Necrons' inner sanctum.	different
2679003	炸彈裝好了。在它爆破之前逃離墓窖。	The bomb is set. Escape from the catacombs before it detonates.	different
2679004	還有1NUM%分鐘引爆！	%1NUM% minutes until detonation!	different
2685000	我們是不會死的，闖入者。在無生信標的陰影下，倒下的人會再度站起來。	We are deathless, interlopers. Under the shadow of the Beacon of Unlife, the fallen rise again.	different
2685010	所有的機器到最後都要服事卡坦。 把你的載具帶到虛空之龍信標面前，看著它們轉過身來對付你。	All machines serve the C'tan in the end. Bring your vehicles before the Beacon of the Void Dragon and watch as they turn against you.	different
2685020	時間也要順服卡坦的旨意，笨蛋。來到精時信標的面前，凍結成死的寂靜。	Time itself bends to the will of the C'tan, fools. Come before the Chronometron Beacon and be frozen into the stillness of death.	different
2685030	黑暗掩住你的眼睛，使你的感覺遲鈍。在欺騙者的信標面前，我們就像致命的陰影，你卻看不見。	Darkness veils your eyes and dulls your senses. Before the Beacon of the Deceiver, we are like deadly shadows, hidden from your sight.	different
2685040	每一個時候都有更多人從多年的沈睡中覺醒。在你們全部死亡之前，我們會不斷地從這個高原的深處走出來。	With every moment, more of us wake from the slumber of ages. We will never stop coming from the depths of this plateau until you are all dead.	different
2685050	傻瓜。 你絕對無法離開這些墓穴。 我們的技術已經再度完全啟動，你必死無疑。	Fools. You will never leave these catacombs. Our technologies are fully active again and your deaths are now certain.	different
2685051	LINE CUT PLEASE DELETE!	LINE CUT PLEASE DELETE!	same
2686000	死靈族是更大善良的敵人，指揮官。我們必須在這裡消滅他們。	The Necrons are an offense to the Greater Good, Commander. We must destroy them here and now.	different
2686001	我同意，歐內爾，而且我有一個計畫。大地級同胞已經發現這些墓窖的結構不穩定。如果我們能把一枚融合炸彈放在最深處，就可以把整個墓穴炸毀，把死靈族埋起來。	I concur, Aun'el, and I have a plan. The Earth caste has discovered that these catacombs are unstable. If we can place a fusion bomb at the deepest point, we can bring the whole complex down on top of the Necrons.	different
2686002	我明白了。 這顆行星的命運取決于你的成功，指揮官。	I see. The fate of this planet depends on your success, Commander.	different
2686003	我知道。我會親自去安裝炸彈。	I understand. I will plant the charge myself.	different
2686004	非常好。但這不是自殺任務，凱斯。即使你完成這個任務，仍然有戰鬥要進行。	Very well. But this is no suicide mission, O'Kais. There are battles still to fight even if you succeed here.	different
2686005	我希望你能夠活過今天，指揮官。	I expect you to survive this day, Commander.	different
2686010	感測器發現那個結構散發出奇怪的能量。它們的信號與死靈領主使用的能量相同。	Sensors are picking up strange energies emitting from that structure. Their signature matches the energies used by the Necron Lord.	different
2686011	這個信標一定是可怕的武器。在它發揮全部能力之前摧毀它。	This beacon must be fearsome weapon. Destroy it before it reaches full power.	different
2686020	另一個死靈族信標。摧毀它。	Another Necron beacon. Destroy it.	different
2686030	死靈族的浮石巨塔。現在好像在休眠狀態。絕對不能讓他們醒過來。	Necron monoliths. They seem to be dormant at the moment. Make sure they never awaken.	different
2686040	凱斯向全軍報告。已經決定攻擊行動，開始倒數計時。	O'Kais to all teams. The charge has been set and the countdown has begun.	different
2686041	確定一條逃脫路線，準備撤退。	Secure an escape route and prepare to withdraw.	different
2686050	我們已經到達地面。所有部隊立刻撤退！	We've reached the surface. All forces withdraw now!	different
2686060	指揮官，這個洞穴的中央位置有邪惡的能量集結。每個人都有危險。	Commander, there are malignant energies concentrated at certain locations in this cavern. Dangers certainly await at each one.	different
2686061	我們最好在安裝炸彈之前，先偵察並消滅它們。在逃脫時的任何突擊都會造成致命的結果。	Better that we scout and eliminate them before planting the bomb. Any surprises while escaping could prove deadly.	different
2686070	感測器指出，那個隧道入口沒有活動。如果我們能夠找到其他進出口，就可以在其間移動部隊。	Sensors indicate no activity from that tunnel opening. If we can find another access, we can move troops through them.	different
